01352056151034898218737	0135205615103489821873770245063583314243
46460998192576162	4646099819257616235478710913832967563761
2508396461328929584567927365409	2508396461328929584567927365409119947616
22552163593251	2255216359325125768382924978090431102048
245771161505550519076276250016522166	2457711615055505190762762500165221662747
704726384403795301669054	7047263844037953016690546593746161932384
826827797651258	8268277976512589535637614859944850497066
8743270916620	8743270916620098057717103475575333102702
51530969487583789559795861326	5153096948758378955979586132649569817205
3680	3680363289139664155342066705623272936001
16641721083140551864133302224787118	1664172108314055186413330222478711851181
481278485	4812784851004144784541646456849660669913
2353	2353637682260360801740406609971511768804
1022	1022190999062573733834727264986782444010
258598599123843993575	2585985991238439935755732850286131559703
435548529323771614	4355485293237716141086959195078687327607
faithful	faithfully
6412795535	6412795535364422869554305513087000098785
9669365218674805943569985859699	9669365218674805943569985859699554089329
6999491804707	6999491804707804967644868899809021237357
3013865627546016127924635978366	3013865627546016127924635978366148016387
4039013610739524568624300809672	4039013610739524568624300809672046099554
275922366115137445	2759223661151374457679160636216752674404
slavering	slavering
249157913	2491579131394111486084164293479587936818
lordshi	lordship
1823338981880316339159565954543405	1823338981880316339159565954543405777784
19631267526891636213635	1963126752689163621363510326480772329149
adoration	adoration
suspecting	suspecting
pige	pigeon
664956078125304917594015895146954965223	6649560781253049175940158951469549652231
51840445170427018	5184044517042701893819942434100905753762
6606733386480367086953749	6606733386480367086953749244898068000217
3695	3695561934763859818775685591237623258084
00598376482703339	0059837648270333985942009858235140017950
806499084591	8064990845917962030569156680618082658692
shakespear	shakespeare
056688376964229825501195	0566883769642298255011950658378431252321
46228390073545714459641410822928	4622839007354571445964141082292859222393
gone	goners
unbelieva	unbelievable
611905414595537	6119054145955378853200366615264923610030
turt	turtle
3238877079996986413722755263176496628	3238877079996986413722755263176496628824
milanes	milanese
cia	cia
29642437	2964243757871292943936617736283013659587
66318805	6631880502655592956812395968044929516661
2450166815341213505278578539332606110249	2450166815341213505278578539332606110249
ensur	ensuring
0009640631	0009640631540701820289244667315059736321
0482133375525845710	0482133375525845710566195869320315632994
cim	cimmerian
578003158037255554	5780031580372555541017846186347869064604
2436739840284188	2436739840284188639147633491695114032583
4630467726914	4630467726914552953690154167025838032477
6843230694302417490	6843230694302417490297311819511329357468
2371	2371856429991508288980809041891810154508
102n	102nd
2368	2368171460649518550878059663535469878820
090876788	0908767882300064337725657385010969899058
4200014574760819302212066024330096412704	4200014574760819302212066024330096412704
0938706	0938706441886733491099877926005340862442
384845712947673898562939376419	3848457129476738985629393764191440703650
418256496556329451	4182564965563294518709637484074360669912
951401461782018107341005654667082368543	9514014617820181073410056546670823685431
37853266018584256891	3785326601858425689141091944645661626677
668958991815308257616065918437605050517	6689589918153082576160659184376050505170
66146238506331270729877456189843842	6614623850633127072987745618984384288764
livelihoo	livelihood
1051	1051207313846648717547518382979990189317
room	roomy
45578558987730087032	4557855898773008703234726418384831040394
766714	7667144727314254467923500524618849237455
331265943228671096528110950169302	3312659432286710965281109501693028351496
ladie	ladies
85942503858404365993281	8594250385840436599328165194149737728672
7196235856312618387156774	7196235856312618387156774118738527722922
2667904396142318529919891810	2667904396142318529919891810655544124772
goodlie	goodliest
36672808724142911080	3667280872414291108080291896093127526202
50703	5070335984964593699534959698554244978249
401968825328930914966534575357142731	4019688253289309149665345753571427318482
618295566989396501961454440176	6182955669893965019614544401768162810604
82125980	8212598055075485123231333130062149004270
2397	2397119228144507355883733240578148626622
35036604169	3503660416997329725088687696640355570716
56812429364274741538156922195	5681242936427474153815692219503331560151
4387969521023526667337243442	4387969521023526667337243442309157718327
3612601090841959021558211181667741384396	3612601090841959021558211181667741384396
27138360577297882	2713836057729788241256119071766394650706
5865826036072306952576113184134	5865826036072306952576113184134225274786
293650776646	2936507766465603712364707109272580867897
illegitima	illegitimate
watchwor	watchwords
flop	floppy
42142561071896846626335874414976	4214256107189684662633587441497697392156
gory	gory
261017536348281196	2610175363482811968374933958257425412446
droopin	drooping
231040432425267	2310404324252678595556207731054307229803
01554432168616905370546301761	0155443216861690537054630176154809626620
timid	timidity
5319932943296601822078	5319932943296601822078793312232322592827
befeathered	befeathered
582343530372833095037290224298027684515	5823435303728330950372902242980276845155
nonprofi	nonprofit
gore	gored
gori	goring
3460245542470283	3460245542470283753000337254039100859976
51843925396	5184392539670922412565933079102365485294
goodloo	goodlooking
empre	empress
362720909565500846486605368	3627209095655008464866053689754984789958
administrati	administrative
8195463942	8195463942431669050083984398993036790655
75103847815390	7510384781539068343717740714095628337554
973108740264753658257	9731087402647536582575657351059978314264
remin	reminiscence
245016681534121350527	2450166815341213505278578539332606110249
pint	pint
imperce	imperceptible
35043151396066913	3504315139606691325837903374862083669547
190303973272546178231	1903039732725461782313636337592762265630
rosy	rosy
518816948032210025154264946398128736776	5188169480322100251542649463981287367765
beholder	beholders
avail	avails
1074454007616429525362460	1074454007616429525362460261476180471744
452253	4522535500359683253374891862786783594439
additions	additions
1512541866	1512541866488539616154205515237500042679
housemaid	housemaid
1099	1099715883127800208982759358981064821179
5844390	5844390967248232348259587963698908456664
wishing	wishing
426481847398921562708609565	4264818473989215627086095650629340405264
2573965950289645	2573965950289645637766038988037941517917
982893150566047258027	9828931505660472580277863186415519565324
92906844757798251795569758235084371	9290684475779825179556975823508437174610
57433845	5743384575863883473583224253532814204782
160909671920072376588942	1609096719200723765889422618655048755261
0656659046	0656659046965316154923604061891820982414
98691	9869111405850349223915675546214246755049
6678819020855957081	6678819020855957081118538361661288487295
observances	observances
coc	cocoon
grundner	grundner
ligamen	ligaments
567200628397448287132982239	5672006283974482871329822395757910542081
rose	roses
cog	cognitive
411052284546583567936296	4110522845465835679362969619219080897536
rosa	rosary
cok	coke
767188007612415196	7671880076124151967064152117653084325544
01699016641890388	0169901664189038843548375648056012628830
coo	coordinator
cos	costume
0351598888	0351598888519345807273866738589422879228
boggl	boggling
emplo	employments
remot	remotest
23058603320606419492989310124230	2305860332060641949298931012423081105800
813928491	8139284916350748444907682838668747666361
cow	cowskin
761228853473931896008109652020	7612288534739318960081096520209015110457
gown	gowned
342244776558417	3422447765584177886171737265462085498294
13728	1372814166842701309605073457865904790424
grudges	grudges
787553561883350838	7875535618833508387024829534607859702360
automation	automation
gloomil	gloomily
9576625721762186047457	9576625721762186047457376957764958220179
541382655	5413826554338848777885997206367966069232
4747824066992827714	4747824066992827714006903166070995147315
remod	remodeled
4098064	4098064101750165110729329078321774875662
7807673637928867677811705205343677	7807673637928867677811705205343677057315
141806222223457185679415072995262	1418062222234571856794150729952620108620
longitude	longitude
timed	timed
obnoxiou	obnoxious
initials	initials
gove	governs
devising	devising
ineluctab	ineluctably
pernicious	pernicious
timel	timely
piou	pious
681952345238074462998	6819523452380744629987766482487375331301
315744768433810045738500852365	3157447684338100457385008523652069340710
01723	0172351816715687541634849494912890017393
rous	rousted
translat	translators
4021962955724793	4021962955724793298713285247999463893892
619298197139914756	6192981971399147564488262603903381441823
315765427037906837	3157654270379068371757648702300523881974
832213414554825913672028232843965490018	8322134145548259136720282328439654900180
sismo	sismondi
446515251235460352	4465152512354603526742382254148328248990
roug	rought
32390662670860284616337605	3239066267086028461633760515735990508698
09565346713	0956534671329002599439766311454590268589
untouche	untouched
48035677922705	4803567792270566625834289773407718710649
toughened	toughened
5413826554338	5413826554338848777885997206367966069232
5704339055357016865312052	5704339055357016865312052649561485724925
01756	0175671736133206981125099618188159304169
greybea	greybeards
61326418	6132641882358603656905477334307091175915
7691892389063	7691892389063090542534883896831762904120
00533583180520082915722	0053358318052008291572290469636555317815
738474816380	7384748163804563518818321038659479820437
43146884298841261604268	4314688429884126160426822488230977885564
33045279546618550966661	3304527954661855096666185664709711344474
32883144032279804927410440392176143	3288314403227980492741044039217614384057
mainshe	mainsheet
177781498886100	1777814988861008308778495717098808586670
25423660677450	2542366067745004134157943121125012752322
fluf	fluffy
480604043737277183476	4806040437372771834769014720664234434374
51502519194559691231437579991138301	5150251919455969123143757999113830165611
12715759912257	1271575991225725282523378026809030528461
27686012265	2768601226558630456913133560978156776098
4456548526356	4456548526356617201975630015800497902234
458698497332599801187479664273140	4586984973325998011874796642731402793812
5672006283974482871	5672006283974482871329822395757910542081
flun	flung
64266292261456	6426629226145600433738386833555534345300
25739659502896456377660389880379415	2573965950289645637766038988037941517917
699949180470780496764486	6999491804707804967644868899809021237357
41520277211270701	4152027721127070187421548123931953220997
39855054070445418908847204237649	3985505407044541890884720423764997490350
769747744519470	7697477445194704383673960007657862824547
60113461159804341	6011346115980434147450705511490716640635
naturedl	naturedly
67465370287466062	6746537028746606258434632970830372598049
rowi	rowing
3777247276797635865806019396287718	3777247276797635865806019396287718060679
637515463048331127222318	6375154630483311272223181233837177980043
rowe	rower
cso	cso
injunct	injunction
0207695393241	0207695393241550967626808876035724639139
2338334530105533929637308039738230604714	2338334530105533929637308039738230604714
strug	struggling
00050311734392073211390803	0005031173439207321139080329363447972735
7723201429548033450006952	7723201429548033450006952569809352828877
66986837037302200475314338181092	6698683703730220047531433818109270803001
657553	6575531754156198940698289315745851842783
1969927603719476019128667430	1969927603719476019128667430861521724304
873252	8732527373890392890506865324138062796025
50673	5067325508606834337204387481867916689757
328811205214648980518009202	3288112052146489805180092024719391710555
56156848	5615684850391995855029256054176767663145
5611229018128471013791721	5611229018128471013791721512466742850006
4362264965506449848	4362264965506449848521612498442375928443
pitf	pitfalls
74197566086195334923129402639049	7419756608619533492312940263904930982014
50077626132	5007762613237836481490052454814131959892
dunge	dungeons
masculinit	masculinity
0169842055804033637953	0169842055804033637953764520304024322566
63994	6399489868361689193778366483271373636546
reckoni	reckoning
4161931	4161931431267153558715486674789939868551
reckone	reckoned
7192282283045169111363652774517975842	7192282283045169111363652774517975842147
directl	directly
368308042630991048156750362350965492430	3683080426309910481567503623509654924302
384338189120042853787549302	3843381891200428537875493027689721681991
4861401315385932206	4861401315385932206074518590960888428021
cum	cumin
9403090486349	9403090486349605340549312999194960879579
729570351	7295703519238768640554427813416980724938
791116417663313288523520624879229789	7911164176633132885235206248792297895945
946853	9468536782310609792159936001994623799343
645589	6455897616974559784092114091676840202693
1279532268	1279532268823904649823908159296111100375
73326	7332652785694180055013634339535028708362
63087889666	6308788966615197255618037147259002955071
192949736165944	1929497361659442594717547651352052450725
50691	5069182601096890692514171425142181534915
79014851	7901485158395404442839883817975112453555
44834665722	4483466572204288067928061602988404340053
656248	6562481878200276996373415588000086785256
socia	socially
newgroup	newgroups
vorse	vorse
038097691932606437608	0380976919326064376087432093856028156428
82691487843556793525728088755	8269148784355679352572808875543164693077
ankle	anklets
creation	creations
621079935767373179489	6210799357673731794896425248881372043557
81202445175401852132663740538802901	8120244517540185213266374053880290124972
languages	languages
51378214345336650598328347	5137821434533665059832834744353629031239
74668	7466896842834026487332908888817454530471
35001	3500159704041919956050970536469647314244
5755129889483479742332	5755129889483479742332285450414052735423
socie	society
58499456495586855628208747248318	5849945649558685562820874724831835151633
925977628178182825372022920108186449448	9259776281781828253720229201081864494483
_they	_they_
margina	marginal
60023	6002385828069314892223145775878379156490
2585985991238439935755732850286131559703	2585985991238439935755732850286131559703
302668422150335117736471853872324	3026684221503351177364718538723240404210
191903	1919030423653156509574645496434253280695
73862069	7386206917403695213533732531666345466588
78571470021087314693254557	7857147002108731469325455792313475724364
430811	4308117317394338867965739135764377642819
96458959567	9645895956779558869098404768259253477849
153198198710	1531981987106161098503757589655767289040
50638081160609084012422243	5063808116060908401242224314761035633289
5162756070809004364604214970256914	5162756070809004364604214970256914885552
sirra	sirrah
glari	glaring
0639888740474218669770934964	0639888740474218669770934964775817368358
whetted	whetted
91632780188525045584887827	9163278018852504558488782722376705263811
reluc	reluctantly
glare	glared
7081854894287737618991537664	7081854894287737618991537664505164279985
414965394415013	4149653944150138386874838487022468182939
0165449593807506342852930531	0165449593807506342852930531311279659452
444420664469164933446769818081171656866	4444206644691649334467698180811716568665
19030397327254617823136363375927622	1903039732725461782313636337592762265630
758804367918545478364167731	7588043679185454783641677315182145722650
shoot	shoots
376018169403105690	3760181694031056909587141386804846359853
93287215	9328721532351959996167502975324759319099
cutla	cutlasses
537634521050370	5376345210503709954529420552320788174493
3451368716009803787125567661	3451368716009803787125567661439231464580
34656027425848659568707451	3465602742584865956870745103527942916334
fetic	fetich
8082263795700675	8082263795700675539357580808631893207586
8611515915683725	8611515915683725241630772254406337875931
irreverenc	irreverence
dunce	dunce
76157555491	7615755549162366017628802206010686555241
cya	cyan
66318805026555929568	6631880502655592956812395968044929516661
shopm	shopmen
tauto	tautology
379077	3790775026602011481493548222891666364078
16010801	1601080121827598257747765239385915916506
45225355003596832533748918627867835	4522535500359683253374891862786783594439
cym	cymbals
44617795643752391742928503987022583	4461779564375239174292850398702258373406
penitence	penitence
14590910648416426783099497236744201758	1459091064841642678309949723674420175862
5028950	5028950484575822161887397443918833085509
81289055605300914164466	8128905560530091416446608691247256021455
692830919060173707646546	6928309190601737076465465568341320755631
415811713532	4158117135329203587316416883910799400067
212949167195811935791203	2129491671958119357912031625143440965031
595527734907178379342163701	5955277349071783793421637012050054513263
25644	2564408684774976750899916415350216022396
maintai	maintains
13025437966009	1302543796600943104500158604854027036789
171458858708142740902	1714588587081427409024818544642177487692
6653989491344	6653989491344225517746402732596722993581
3840626612195	3840626612195714191106324606177418057721
lifting	lifting
916327801	9163278018852504558488782722376705263811
60113461159804341474507055114907166	6011346115980434147450705511490716640635
35145076415353605	3514507641535360519462112217000676321611
3168766305099	3168766305099837441859803498821239340919
11728903	1172890394439366534029422651457568290749
disregar	disregards
61394	6139446350643069742785469477459876821004
109043183163796046431523184434669799	1090431831637960464315231844346697999048
09141253889180	0914125388918087968538960627860118193099
62578756203	6257875620364294270257512121137330213811
430826	4308268617722393852508837607497421959426
discordant	discordant
901429285867817240442	9014292858678172404424804932375033095700
702815067862810825243222	7028150678628108252432229799853917598451
850568506230941552068779875	8505685062309415520687798753974065848425
neighbourhoo	neighbourhood
50648333034047657118270402768682714180	5064833303404765711827040276868271418084
2181823872217081	2181823872217081127662086653176519264584
brutalizing	brutalizing
ncsa	ncsa
wrung	wrung
161052262878694413637368312510831068289	1610522628786944136373683125108310682898
struc	structures
00373	0037356252794495158284188294787610852639
515025191945596912314375799911383016	5150251919455969123143757999113830165611
521084584072443238355860631068069649248	5210845840724432383558606310680696492485
repleti	repletion
salarie	salaries
766922423874347011209	7669224238743470112099085908216407357638
37623	3762363048580427744179071691463565462012
replete	replete
crouchin	crouching
6947959645858	6947959645858044251949051107333876799467
467064368340	4670643683405047499433398022856103130830
558040066982	5580400669825231912255705191336314072113
09446319547658	0944631954765865303210472380462524997191
219507269337550235821561424994	2195072693375502358215614249945382347811
listless	listlessly
28709123113834724	2870912311383472485146035661382188014840
225924456152036560826889019391395799	2259244561520365608268890193913957991844
26732997585381853644237	2673299758538185364423706173535176530603
28680813247931066868558574016680224082	2868081324793106686855857401668022408227
2182309492703218343678206382655	2182309492703218343678206382655341157162
586582603607230695	5865826036072306952576113184134225274786
563350170748579027	5633501707485790272487013702642032839657
0135205615103489	0135205615103489821873770245063583314243
expostulatio	expostulation
582526239594189673003640808	5825262395941896730036408086242336576209
89171050503	8917105050385633650354516643177448964006
999003964948245	9990039649482454575207049220916206142229
hostage	hostage
25604369606110	2560436960611019384272388310758777165359
creative	creative
2675481993546	2675481993546118143913367579700141255870
020607	0206070038212628417236796273071914050080
1584333617772925	1584333617772925806111591920084140918881
014350216089018570355817	0143502160890185703558173661823437491622
24374789026893517390404329485161065	2437478902689351739040432948516106597858
64958857480219499672262118587	6495885748021949967226211858743610397749
50600	5060075436552575890554655240210341286212
651826545634382851159	6518265456343828511591376315695198952302
54000852200650318712392	5400085220065031871239272857835807010762
7528203658186991119483658661027583758633	7528203658186991119483658661027583758633
2060512183941851623	2060512183941851623915370979076808490967
523257317166562527	5232573171665625274275808460620177046433
23971192281445073558837332405781486266	2397119228144507355883733240578148626622
1063986	1063986870366826329905057770626639786845
1529538	1529538871443696399406391099267018219539
706317395612448413745782734376330101853	7063173956124484137457827343763301018534
9520363356199476919379650650168087102	9520363356199476919379650650168087102507
327024255193915090836013462396123350010	3270242551939150908360134623961233500108
93034123762483	9303412376248380175840467851210698290605
248632	2486327461842846655985332312210466259890
75596103167696587	7559610316769658716128195191966889332664
0098846	0098846231828512448393059455162005455907
8367412135721830146848071241856625742852	8367412135721830146848071241856625742852
237856112	2378561126697417713671044248219166714996
2038322781246413671297959415082918	2038322781246413671297959415082918378213
07849940493091891	0784994049309189191816493272597740300748
208909104583727386227300781566668	2089091045837273862273007815666689142507
3707	3707943800566633648843650891448055710397
8420310536418	8420310536418367537359417637395598808859
645852187744421009	6458521877444210090009091618981941345630
585118063036442812314965507	5851180630364428123149655070475102544650
455430305274561512961214	4554303052745615129612145859444321507490
35070	3507082526004682124282043436724582447885
oasis	oasis
77768847789746299699489949016141866	7776884778974629969948994901614186613155
newsgroups	newsgroups
compact	compactly
033621065422821876739	0336210654228218767395801212864427885474
dad	daddy
dah	dah
187007	1870075823122317068134867930884899275181
avari	avaricious
dal	dally
daresay	daresay
dap	dappled
dat	dating
9939049668221127681583165112468664	9939049668221127681583165112468664511673
2761761146162549356495903798045838182	2761761146162549356495903798045838182323
3387502163443910141	3387502163443910141875767119389144162771
330202070051718	3302020700517188941706465146238366720632
1655144286432	1655144286432049552568385430792542999093
unvarying	unvarying
069011045622757922092	0690110456227579220926904132753699634145
223390	2233907784127518419316118815588722967674
083246219423001859743	0832462194230018597439670649114955941173
3616907056148280980363243454	3616907056148280980363243454128229968275
dba	dbase
77169584195631095777485295798368447568	7716958419563109577748529579836844756803
43846059632582	4384605963258204688096677957090446458846
19699276037194	1969927603719476019128667430861521724304
6649560781253049	6649560781253049175940158951469549652231
9432854869688359978	9432854869688359978512226213081298958157
ejac	ejaculated
theological	theological
84515120283	8451512028339664054749694634398628829195
1963126752689163621363510326480772	1963126752689163621363510326480772329149
043976700258	0439767002586300254063526400660163171288
72957035192387686405	7295703519238768640554427813416980724938
624437165532750228797802598690981111226	6244371655327502287978025986909811112265
4384605963258204688	4384605963258204688096677957090446458846
5468626788523300449677955807616618018336	5468626788523300449677955807616618018336
41163424413448630867632794917768292	4116342441344863086763279491776829230931
5184044517042701893819	5184044517042701893819942434100905753762
901429285867817240	9014292858678172404424804932375033095700
50648	5064833303404765711827040276868271418084
1141619563942414312	1141619563942414312254397099163565102848
playfull	playfully
619298	6192981971399147564488262603903381441823
critical	critical
pictu	picturesque
782103740733076818	7821037407330768184330408936244605767060
declining	declining
19474570235829548136578	1947457023582954813657818098679440202202
2543536823	2543536823186182982713182489884498260285
51982	5198288336739571436000000343986336321209
817339462747644656858900936266123311152	8173394627476446568589009362661233111529
35036604169973297250886876966403555707	3503660416997329725088687696640355570716
154014359595298683404657471756	1540143595952986834046574717562321966405
50655	5065530226468442277000205890459227424239
wolls	wollstonecraft
sisterhoods	sisterhoods
83506370433939	8350637043393981167139754473622862550680
693700278331236542	6937002783312365427450532283462669786446
cursing	cursing
thirt	thirty
213675828842328595775941268	2136758288423285957759412684479036912662
100430902	1004309023571363689261949376360267364587
949312866653465033	9493128666534650337288463906499684606447
3750	3750798405112665897301814932106195076900
74620	7462029476611600443555160473504429212791
42420932313587	4242093231358724816618683821026679970982
7833012980192255157050378	7833012980192255157050378521810552961623
8115037152849670597416256282360921	8115037152849670597416256282360921680751
validit	validity
2416	2416907694316685742425225090269390348148
3672084593164394941881	3672084593164394941881138607974670134709
651002026543712600466419355461658389459	6510020265437126004664193554616583894595
dds	ddsw1
4958792770070252989609	4958792770070252989609967989759419557352
overtook	overtook
third	thirds
confession	confession
341158193	3411581934618336692169573605081585080837
61084370229473026672149916	6108437022947302667214991648496107468032
086553647451756548793189256440	0865536474517565487931892564408527448919
47020	4702007661807418914040158148560001030119
chivalrou	chivalrous
6040408483796190725421658694094866820	6040408483796190725421658694094866820923
295309442911959029	2953094429119590295968563923037689976327
ded	deductions
366452897801917513298774795292909959	3664528978019175132987747952929099598069
strec	streching
deh	dehumanizing
admittanc	admittance
vorac	voracious
misfittin	misfitting
11727211555	1172721155519486685080036853228183152196
65100202654371260046641935546	6510020265437126004664193554616583894595
del	delusion
109971588312780	1099715883127800208982759358981064821179
538570168	5385701687022026202746786479166440307290
dep	deputation
9173966855795550531	9173966855795550531887153145523530703559
581999652392754884274354144028845	5819996523927548842743541440288453645559
det	detrimental
976034708844046473083172682611	9760347088440464730831726826112777236133
stres	stress
femalene	femaleness
articulat	articulate
poseidon	poseidon
crisp	crisp
30266842215033	3026684221503351177364718538723240404210
7894560706151210826614	7894560706151210826614609866204042501058
90463213671011619282171	9046321367101161928217111502828016044880
12476451850809163911	1247645185080916391145929607115634420434
5819468660587092144	5819468660587092144653716755655531962091
strew	strews
ejec	ejected
whipped	whipped
89707623668302556167	8970762366830255616755947749871518342698
5815465145982702286766718553093119	5815465145982702286766718553093119233401
46623709226	4662370922646809671254061869502143176211
8661504474787261642499766714	8661504474787261642499766714813830539479
nouredd	noureddin
nocturn	nocturnal
3769	3769089325589145981417248526582995108822
79432748571488	7943274857148827821608844765700041403499
mindednes	mindedness
3783	3783242292418562564425502267215598027401
93045788312854174707905	9304578831285417470790597959094316277223
738425172293	7384251722934396013721240628678363667584
98848545605496130021577611525581339618	9884854560549613002157761152558133961840
44920488198629786	4492048819862978632974313694851178057929
4699052	4699052366350233024087218654727629639065
2445	2445664891592113822588678809725643516464
24169076943166857424252250902	2416907694316685742425225090269390348148
19290007452098959592011	1929000745209895959201159412324102274845
androcles	androcles
372819986902131162988668	3728199869021311629886680267446443489233
22654129132040522790712128	2265412913204052279071212820653775058280
7210564861918603858715	7210564861918603858715882024476138160390
counterpo	counterpoise
crite	criteria
3790	3790775026602011481493548222891666364078
160174851981885460860036	1601748519818854608600365976067432333464
foote	footed
criti	critics
5955277349071783793421637012050054513263	5955277349071783793421637012050054513263
0943996091763545687990028145	0943996091763545687990028145151697437175
footi	footing
994666652037530271923764252552	9946666520375302719237642525529103479503
427005527446835915184037330937358049434	4270055274468359151840373309373580494342
848148810833946900016380791075960745504	8481488108339469000163807910759607455046
footm	footman
rivalin	rivaling
71115525785830710249	7111552578583071024936898814562568786834
1125	1125588453729063224423222287139122012248
did	didst
disrega	disregards
3514507641535360519462112217	3514507641535360519462112217000676321611
contractin	contracting
telecommu	telecommuting
dil	diligently
dip	dipping
396447910145904090586298496791	3964479101459040905862984967912874068705
42277913162934549442539	4227791316293454944253954227273096450579
182333898188031633915	1823338981880316339159565954543405777784
52343026	5234302680814869781648243493534568558436
dit	ditch
babb	babbling
21085851304998204205784585771759338	2108585130499820420578458577175933849015
dix	dixon
851159874543409320401022189827075392124	8511598745434093204010221898270753921240
64287149641292905601300	6428714964129290560130053913469569829490
strewing	strewing
76997683714764559852673922	7699768371476455985267392259049978855142
evils	evils
3798	3798
strag	straggly
debasing	debasing
865928095131505012602919	8659280951315050126029195625760329325128
brows	browsing
744109352153279068160	7441093521532790681603205421596795906641
04364328416076247766114349880319	0436432841607624776611434988031979223053
1818271276125025241876177	1818271276125025241876177485994084521492
lacer	lacerated
leopa	leopard
stras	strasbourg
louisiana	louisiana
straw	straw
hideous	hideousness
aggravatio	aggravations
21287689054596358636934	2128768905459635863693448797497848411232
deserving	deserving
5354073236342	5354073236342830218969494776612607834632
825761	8257618964374464656819789319422077536824
283844152257941976482499631847941481	2838441522579419764824996318479414814660
3142417650147980187858215768793063001	3142417650147980187858215768793063001153
dkova	dkovacs
2960508203415938806006	2960508203415938806006561845735081804032
virtual	virtually
1768218355008829647410655814882049	1768218355008829647410655814882049239533
baco	bacon
back	backwoods
571889625357632	5718896253576322583427576334842101666810
2492	2492900162675597083797995647487354531686
618679717256081553287164361114	6186797172560815532871643611147487510703
677064199539111948881	6770641995391119488812406598216857871313
3238953940460353253967583543	3238953940460353253967583543953505167202
50947620163507570900242014984009	5094762016350757090024201498400967867845
pounc	pounced
98523091904649672602434112703456111	9852309190464967260243411270345611114149
paley	paley
1432140	1432140045051394142899835057603879934335
006148	0061488325454528199082562388058720428439
306397518372099753390550958	3063975183720997533905509588362364281449
rivalle	rivalled
9151524	9151524510096986573825654899585216747260
79083418871606214430014	7908341887160621443001453327502971510467
5413826	5413826554338848777885997206367966069232
1172	1172890394439366534029422651457568290749
379077502660201	3790775026602011481493548222891666364078
bacc	bacchus
855737764414097080945745624	8557377644140970809457456248548677049043
540980261078169168941	5409802610781691689418764353363449482900
56180859701008008162255745	5618085970100800816225574550391013219819
950474056521041002268987858525470	9504740565210410022689878585254706890316
081448	0814488732957847348490003019477888020460
326560815820452168839223120256710653	3265608158204521688392231202567106538845
relig	religious
relic	relics
1187	1187831154087577756002066412456229323911
91099533273755610	9109953327375561090578378455945469160223
36718005384563785512	3671800538456378551291718484178415947974
007922216410188	0079222164101882993308084093840142137596
96143	9614308381730362152064229783998253369802
